text,label
The system shall allow the users to login to the app by providing email and password.,F
"When email and password are correct, the system shall take user to home screen.",F
"if the email or password is incorrect, then the system shall display error message.",F
"When user forget the password, the system shall allow users to reset their password by providing some option for forgot password.",F
The system shall allow Imam to login to the application.,F
"When Imam log in the system, the system shall allow the Imam to enter his authentication code.",F
"If the authentication code is incorrect, the system shall display error message.",F
"While Imam loggedin, the system shall take Imam to the home screen.",F
The system shall allow the user to access the home screen without authentication by clicking on skip button in welcome screen.,F
"The system shall allow the user to access different features of the home screen by clicking on them. Which are; prayer times, prayer tracker, blog, mosques, calendar, teachings, 99 Names, settings.",F
"While Imam and public loggedin,The systems shall allow Imam and public user to see their profile details in the profile screen.",F
"While Imam and public loggedin,The system shall allow the Imam and public user to upload profile picture.",F
"When public user enters his/her name, the system shall allow to edit his/her name.",F
"The system shall allow the user to change the language of the app by selecting one of three languages, which are English, Pashto, and Persian",F
The system shall allow the user to set notification on/off for the prayers and azan.,F
The system shall allow the user to sign in/sign out by clicking on the button in the profiel screen.,F
The system shall check the client first in newsfeed screen.,F
"When system check the client and the client is user, the system shall display the topic title.",F
"When system check the client and the client is Imam, the system shall allow the Imam to see the topic in detail.",F
The system shall provide the user with a featured article every day.,F
The system shall display the most liked post by Imam.,F
The system shall allow the public user to give feedback on the topic.,F
"The system shall allow the public user to enter mosque name, and three questions.",F
The system shall allow the user to give rating about the topic.,F
The system shall restrict the public user to one feedback per topic,F
while the user loggedin The system shall allow the user to add location for the prayer times.,F
"When user add location, the system shall provide the user with the accurate prayer times based on the user location.",F
The system shall allow the user to manually search for the prayer times of a specific location.,F
The system shall allow the user to set notifications for both the prayer times and azan.,F
The system shall allow the user to track his/her prayers.,F
"When user pray a specific prayer, the system shall allow the user to select yes/no.",F
The system shall provide the user with weekly records of the total missed and offered prayers.,F
The system shall provide the user with the Islamic calendar and Islamic events.,F
The system shall allow the user to set reminders for a specific event with a specific date and time.,F
The system shall highlight a specific event in the calendar.,F
The system shall require the user for location to show nearby mosques.,F
The system shall provide the user with the list of nearby mosques based on the user location.,F
The system shall allow the user to manually search for the mosques of a specific location.,F
The system shall allow the user to get directions for a specific mosque by selecting it from the list.,F
The system shall require the user to authenticate to use this feature.,F
while public user/imam loggedin The system shall allow the public user/Imam to post in the blog.,F
while public user/imam loggedin The system shall allow the public user/Imam to update/delete the post.,F
while public user/imam loggedin The app shall allow the public user/Imam to like a post.,F
while imam loggedin The app shall allow the Imam to comment on everyone’s post.,F
while user loggedin The app shall allow the users to edit/delete their comments.,F
while public user loggedin The app shall restrict public user to only comment on Imam’s post,F
while admin loggedin The system shall allow the admin to login to the website.,F
"While admin loggedin, the system shall allow the admin to enter his/her username and password.",F
"While admin loggedin,The system shall allow the admin to upload a topic for Friday prayer every week on admin panel.",F
"While admin loggedin,The system shall allow the admin to review the feedbacks from the public users on admin panel.",F
"While admin loggedin,The system shall allow the admin to upload featured article on admin panel.",F
"While admin loggedin,The system shall allow the admin to manage the database like; add Imams, delete Imams/public users, update Imams profile details.",F
"While admin loggedin,The system shall provide the admin with graphical representation of the statistical data like; total number of users, Imams, blog posts and other information.",F
The systen shall provide the login panel in center of browser.,F
The system shall provide the username field on login panel.,F
The system shall provide the password field on login panel.,F
"When user click on the login buttoon, the system shall allow the user to get into the admin panel.",F
The system shall display the catalyst tags on login panel i.e. password forgot and help.,F
"When the fields are correct, the system shall allow the user to login successfully otherwise show some error mesasge.",F
The system shall provide interface to approve hospital registration on admin panel.,F
The system shall provide interface to delete hospitals on admin panel.,F
The system shall provide interface to edit hospitals on admin panel.,F
the system shall allow admin panel to view hospitals,F
The system shall provide interface to approve doctors registrations on admin panel.,F
The system shall provide interface to delete doctors on admin panel.,F
The system shall provide interface to edit doctors on admin panel.,F
the system shall allow dmin panel to view doctors,F
The system shall provide interface to approve user registrations on admin panel.,F
The system shall provide interface to delete user on admin panel.,F
The system shall provide interface to edit user on admin panel.,F
the system shall allow admin panel to view users,F
The system shall provide interface that user can find register as a doctor.,F
The systems shall provide the interface for signup.,F
The system shall ask for the required information only on signup panel.,F
"When we enter information on signup panel and submit, the system shall give feedback on signup panel.",F
The system shall provide back button or home button on signup panel.,F
The system shall provide login panel for doctors.,F
The system shall provide email filed and username field on login panel.,F
The system shall provide interface to view the appointments on doctor panel.,F
The system shall provide interface to delete the appointments on doctor panel.,F
The syste shall provide all the required information about patient to doctor on appointment panel.,F
"The system shall provide interface to search for hospitals, doctors, services.",F
the system shall provide provide user friendly interface,F
The system shal provide search panel in which user can search in a specific area.,F
the system shall provide the main focus on hospitals in main page of website interface,F
"When system provide hospital list, the system shall allow user to search.",F
"The system shall provide all required information like services and staff, contact, address and etc on hospital interface.",F
The system shall provide function book appointment with any available doctor of that hospital and review of that doctor.,F
the system shall provide search bar with user friendly interface,F
The system shall allow user to search doctor by name and services.,F
"When user search the doctor, the system shall display all the available doctors on bases of services search.",F
The system shall allow the user to search for a specific area doctors.,F
"When user search for specific area dcotro, the system shall display the details of doctor.",F
The system shall display the reviews about doctor and booking appointment to users.,F
The system shall provide online consult option.,F
The system shall provide search bar to search for the required doctor for online consolation.,F
The system shall provide form to fill for reserving appointment for online consolation.,F
The system shall ask user to install jdk.,F
the system need to download simulator.,F
"when the system download Simulator,the system shall run respective input files",F
"the system shall have have to install open-source Stack that includes Elasticsearck, Logstash And Kibana.",F
the system shall have to setup environment for installation of ELK Stack.,F
The system shall display the multiple option in the start of interface to the user where ha has to start from INPUT Files section.,F
The system shall allow the user to select input files and have to name the output files.,F
the system shall provide setting of Default values,F
the system shall provide Data center settings,F
the system shall Simulate to Visualize,F
while the user loggedin The system shall allow the user to locate Input file of Machine meta from his system.,F
while the user loggedin The system shall allow the user to locate Input file of container meta from his system.,F
while the user loggedin The system shall allow the user to locate Input file of batch task from his system.,F
while the user loggedin The system shall allow the user to name Output file of machine usage on his system.,F
while the user loggedin The system shall allow the user to name Output file of container usage on his system.,F
while the user loggedin The system shall allow the user to name Output file of thermal data on his system.,F
"When all the files are loaded, the sytem shall allow the user to set the default values on input files.",F
while the user loggedin The system shall allow the user to set the datacenter settings that includes racks and machine per racks.,F
while the user loggedin The system shall allow the user to set the load balancing settings that includes balancing policies for containers.,F
"When user select the datacenter and load balancing settings, the system shall allow the user to select the machine type.",F
"When user press the simulate button , the system shall run the ELK in background.",F
while the user loggedin The system shall allow the user to apply different aggregate functions to see the graphs.,F
while the user loggedin The system shall allow the user (musicians and listeners) to browse through the audio library.,F
while the user loggedin The system shall allow the user to control audio playback.,F
while the user loggedin The system shall allow the users (Musicians) to upload pre-produced audio tracks to the platform along with artwork; having specified title and track information to assist organization.,F
"while the user loggedin The system shall allow users to change their user type from listener to musician and vice versa, through the settings panel.",F
while the user loggedin The system shall allow the musicians to remove uploaded tracks.,F
while the user loggedin The system shall allow the users to add comments on tracks and show their support for their favourite artists by liking their tracks.,F
"While uploading a track, user will be provided with an option to add Cover Art for aesthetic and interface consistency purposes.",F
"while the user loggedin The system shall allow the users to make custom playlist(s), which can be renamed to their own liking.",F
while the user loggedin The sytsem shall allow the users to add or remove tracks from them.,F
The system shall allow the new users to register through application.,F
"When user register, the sysem shall ask to provide email and OTP.",F
"When driver register, the sysem shall ask to provide only OTP.",F
"When users and drivers are registered, the system shall allow the users and drivers to login.",F
The system shall allow the rider to select no. of labours (if needed).,F
"The system shall allow the rider to select type of luggage (single item, mutiple or complete house).",F
The system shall allow the rider to add image of the luggage.,F
The system shall allow the rider to add pickup/drop-off location.,F
"The system shall show the three packages (Fares) to users depending upon the no. of labours, luggage type and distance.",F
"When the request is geenerated, the system shall sent a notification to particular driver through SMS as well as through app within the 7 kms.",F
The system shall allow the driver to accept and reject rides.,F
The system shall allow the driver to see all the details selected by the user.,F
"When driver accept the request, the system shall notify the rider.",F
The system shall allow the user/driver to rate his/her ride and give feedback on successful ride completion .,F
The system shall automatically prioritized the driver for further trips on the basis of rating.,F
"When driver accept the request, the system shall allow the user to track their ride.",F
The system shall allow the user to view his/her previous trips history.,F
The system shall allow the to view his/her fare paid history.,F
"The system shall allow the user/driver to change his/her account settings (Name, email, password, phone number, profile picture).",F
"When user/customer/manager/admin loggedin, the system shall provide separate dashboards to user/customer/manager/admin and each dashboard will have their separate features, according to their role.",F
"The system shall allow the user/customer/admin to sign-up for an account with the username, password and contact information.",F
"While user loggedin, the system shall allow the user to access the system.",F
The system shall allow the user to provide a login id and password to show their identity for accessing the system.,F
while the user loggedin The system shall the users to check the schedule of available dates and timings of marques.,F
while the customer loggedin The system shall allow the customers to place an order for an event that can be through the list of events.,F
while the user loggedin The system shall alloe the users to search the events and details with complete packages that will be offered.,F
while the customer loggedin The system shall allow the customers to place the order according to their own needs and demands of event category they want to be managed.,F
The system shall provide terms and conditions to the customers to meet the solutions of possible situations that come under the managing of events.,F
"When customer select the event or accept the request of event , the system shall give the price details to the customer and payment procedure will be completed in advance.",F
"When customer provide the contact number and email address etc, The system shall provide the contact soruce to customers.",F
The system shall provide fields to driver and passenger to enter their credentials for login purpose.,F
The system shall not allow to enter password less than 8 characters.,F
The system shall validate credentials and allow access to valid users.,F
"If any problen occur, then the system shall display an error message.",F
while the user loggedin The system shall allow the users to select route of their choice.,F
The system shall suggest route based upon passenger’s current location and allow passenger to select route from the suggestions.,F
while the passenger loggedin The system shall allow passengers to track bus of the selected route only.,F
The system shall not allow the user to track more than one bus at a time.,F
"When system checks passenger location and location of bus, the system shall automatically change navigation from bus to university if both are same.",F
"When system getting bus, the system shall display estimated time to reach university.",F
"When the bus reaches its destination, the system shall stop navigation.",F
while the passenger loggedin The system shall ask passenger to rate their trip.,F
while the driver loggedin The system shall allow driver to configure route before starting his journey.,F
The system shall provide special routes for the limited time only.,F
while the driver loggedin The system shall provide driver stop to stop navigation.,F
The system shall stop displaying stops that are crossed by the bus,F
while the passenger and driver loggedin The system shall display all routes to drivers and passengers so that they can select one of them.,F
The system shall display special routes for the time period defined by admin.,F
while the passenger and driver loggedin The system shall allow drivers and passengers to view their last 30 trips.,F
"When trip older than 30 days, the system shall not display to driver and passenger.",F
The system shall allow the driver and passengers to edit and update their profiles.,F
The system shall not allow drivers and passenger to update their name and ID.,F
The system shall allow the driver and passenger to provide feedback and provide ratings,F
"While driver and passenger loggedin, the system shall allow driver and passenger to logout.",F
"When admin login, the system shall validate credentials of the admin.",F
The system shall not accept wrong ID or password.,F
The system shall not allow to enter password less than 8 digits.,F
The system shall not allow any one except admin to add routes.,F
while the admin loggedin The system shall allow the admin to add new routes.,F
The system shall not allow any one except admin to view routes.,F
while the admin loggedin The system shall only allow the admin to view routes.,F
"while the admin loggedin, the system shall allow the admin to update existing routes.",F
The system shall not allow any one except admin to update route.,F
"while the admin loggedin,The system shall only allow admin to delete route.",F
The system shall not allow any one except admin to edit routes.,F
"while the admin loggedin,The system shall allow admin to add new employees.",F
The system shall not allow any one except admin to add employees.,F
"while the admin loggedin,The system shall allow admin only to view data of all employees",F
The system shall not allow excess to employee profile except admin and employee himself.,F
"while the admin loggedin,The system shall allow the admin to remove employees.",F
The system shall not allow others to remove employee profile except admin.,F
The system shall confirm before removing employee profiles.,F
"When admin delete employess, the system shall display a confirmation.",F
"If the profile is not deleted, then the system shall display an error message.",F
"while the admin loggedin,The system shall allow the admin to add passengers.",F
The system shall not allow anyone except admin to create a passenger’s profile.,F
The system shall display a confirmation message on successful creation of passenger profile.,F
"If the profile is not created, then the system shall display an error message.",F
"while the admin loggedin,The system shall allow admin to view profile of all the passengers.",F
The system shall not allow access to passenger’s profile except admin and passenger itself.,F
"while the admin loggedin,The system shall allow the admin to delete a passenger’s profile.",F
"When admin delete passenger's profile, the system shall display a confirmation message.",F
"If the profile is not deleted successfully, the system shall display an error message.",F
The system shall confirm before deleting a passenger’s profile.,F
"while the admin loggedin,The system shall allow the admin to add new buses.",F
The system shall not allow anyone except admin to add buses.,F
"while the admin loggedin,The system shall allow the admin to view record of all the buses.",F
The system shall not allow access to buses data except admin.,F
"When admin add the buses data, the system shall allow the admin to update existing buses data.",F
The system shall not allow anyone except admin to update bus data.,F
"while the admin loggedin,The system shall allow the admin to delete a bus data.",F
"When admin delete the bus data, the system shall display a confirmation message.",F
"If the data is not deleted successfully, the system shall display an error message.",F
The system shall confirm before deleting a bus.,F
"while the admin loggedin,The system shall allow the admin to add new sessions.",F
The system shall not allow anyone except admin to add new sessions.,F
"while the admin loggedin,The system shall allow the admin to view record of all the sessions.",F
The system shall not allow access to session’s data except admin.,F
"When admin add sessions, the system shall allow the admin to update existing session's deadline.",F
The system shall not allow anyone except admin to update session’s data.,F
The system shall display live location of every route on admin’s panel.,F
The system shall display list of all active routes.,F
"while the admin loggedin,The system shall allow the admin to see all the previous trips.",F
"When passengers provide reviews, the system shall allow the admin to view.",F
"while the admin loggedin,The system shall allow admin to edit his/her profile.",F
The system shall not allow anyone except admin to edit admin profile.,F
"When admin edit the profile, the system shall display a confirmation message.",F
"If admin enter invalid information, then the system shall display an error messag that profile is not editable.",F
The system shall allow driver and passenger to submit a signup request.,F
The system shall allow the driver and passenger to fill the form from mobile app and request admin for approval.,F
The system shall allow the admin to approve the pending sign up requests of driver & passengers.,F
The system shall allow the passenger to granted for the specific Session’s timeperiod.,F
"While admin loggedin , the system shall allow the admin to logout.",F
The system shall allow the user to enter name for registration.,F
The system shall allow the user to enter last name for registration.,F
The system shall allow the user to enter an email address for registration.,F
The system shall allow the user to enter password for registration.,F
"When user enter a password, the system shall allow the user to enter confirmation password.",F
"When user enter all the information, the system shall allow the user to click on submit button to create an account.",F
"When user click on submit button, the system shall allow the user to enter activation code.",F
The system shall allow the user to enter a registered email address to login.,F
The system shall allow the user to enter password to login.,F
"When registered user click on the log in button, the system shall display the homepage otherwise display a login error.",F
The system shall allow the user to search products by inserting the name of product.,F
"while the user loggedin,The system shall allow the user to click on more or insert bid in order to see details of product.",F
"while the user loggedin,The system shall allow the user to insert a price for placing bid.",F
"while the user loggedin,The system shall allow the user to add product to cart for future operation.",F
"while the user loggedin,The system shall allow the user to click on add product.",F
"while the user loggedin,The system shall allow the user to add details for product.",F
"while the user loggedin,The system shall allow the user to add image of product.",F
"When user add details/image of product, the system shall allow the user to click on the submit button.",F
"while the user loggedin,The system shall allow the user to click on sold product.",F
"while the user loggedin,The system shall allow the user to click on bidding list.",F
"while the user loggedin,The system shall allow the user to see bidding list.",F
"while the user loggedin,The system shall allow the user will to click on manage product.",F
"while the user loggedin,The system shall allow the user to click on edit product.",F
"When user click on edit button, the system shall provide new details and update.",F
"while the user loggedin,The system shall allow the user to manage product.",F
"When user click on the delete icon, the system shall delete the product.",F
The system shall allow the user to click on user for rating.,F
"When user click on rating, the system shall allow the user to choose number of stars.",F
"When user choose number of stars, the system shall allow the user to submit the rating.",F
"while the user loggedin,The system shall allow the user to click on report button.",F
"When user click on report button, the system shall allow the user to provie a reason for report.",F
"When user provide reason for report, the system shall allow the user to submit the report.",F
The system shall allow the user to click on feedback button .,F
"When user click on feedback button, the system shall allow the user to enter his/her name.",F
"When user click on feedback button, the system shall allow the user to enter his/her email.",F
"When user click on feedback button, the system shall allow the user to enter his/her comment for the admins.",F
"When user enter his/her name, email and comment, the system shall allow the user to press submit button.",F
"When user forget his/her password, the system shall allow the user to reset the password.",F
"When user forget the password, the system shall allow the user to click on forgot password.",F
"When user click on forgot password, the system shall allow the user to enter his/her email address.",F
"When user enter his/her email address, the system shall allow the user to open his/her email box.",F
The system shall sent password to user and user shall see the received password.,F
"When user received tha password, the system shall allow the user to insert received password.",F
"When user insert the received passsword, the system shall allow the user to click on the Login.",F
"When buyer have any problem regarding product, the system shall allow the buyer to contact farmer.",F
The system shall allow the user to click on contact supplier.,F
"When user click on contact supplier, the system shall allow the user to enter email subject.",F
The system shall allow the user to write the query in email body.,F
"When user write the query in email body, the system shall allow the user to click on submit button.",F
"When buyer contact with farmer, the system shall sent email to buyer.",F
"The system shall display following option on home screen: Explore Chats Categories Rent Borrow My Ads Settings My Profile""",F
The system shall display the theme on the home screen selected by the user (dark or light).,F
"The system shall allow the user to select their desired item from a list, based upon the selected category.",F
The system shall allow the users to enlist their items and place them in pre-defined categories.,F
The system shall allow the user to read messages from inbox chats.,F
The system shall allow the user to navigate through the different screens by using the pre-existing navigation bar in the phone.,F
"While violating the application rule, the system shall alert the user and also prompt the user in case of a future violation.",F
The system shall give a rating to the user based upon their app usage and public dealing.,F
"While clearing the initial security screening, the system shall only allow the user to access the application's key function such as renting or browsing.",F
"While violating any security or transaction rules, the system shall reduce the rating of the user.",F
The system shall store the user rating until the next charge.,F
"When a current chat or deal is in process, the system shall not allow the user to exit the application.",F
The system shall allow the user to select from the following options. Privacy Item History Back Home,F
"When user press the back button, the system shall allow the user to go to the previous screeen.",F
"When user select the home button, the system shall allow the user to go to the home screen.",F
"When username and password verified, the system shall grant the admin and security in charge access.",F
"while the admin loggedin,The system shall allow the admin to view the login credentials of the personals.",F
"while the admin loggedin,The system shall allow the admin to change the login credentials of the personals.",F
The system shall maintain a database of all the logged in personals.,F
"while the admin loggedin,The system shall allow the Admin and the security in charge to view the videos.",F
"while the admin loggedin,The system shall allow the Admin and the security in charge to view clipped videos.",F
"while the admin loggedin,The system shall allow the Admin and Security In Charge to select videos to be analyzed.",F
The system shall allow the user to login in order to use the application.,F
The system shall allow the user to enter username and password to login the application.,F
"while the user loggedin,User will be able to see all the services and features in dashboard",F
"while the user loggedin,The system shall allow the users to use web analytical services like how many people are currently on a website etc. or log out from the application.",F
"while the userloggedin,The system shall allow the user to delete a website's activity and add his new websites whose activity he wants to check.",F
the system shall allow to database to keep the records of the users,F
the system shall allow to database to keep the records of the users current work like their website etc.,F
"When user wants to search something about his/her website, the system shall allow the user to retrieve data from database.",F
The system shall make graphs and charts to provide the statistics to the administrator and owner efficiently.,F
"while the user loggedin,The system shall allow the users to search files from the database.",F
"while the user loggedin,The system shall allow the user to delete or update the search files.",F
"while the user loggedin,The system shall allow the users to view the service that he/she using on his web.",F
"while the user loggedin,the system shall allow te user to customize the service he will be using, like he can add another website or can shift from one web to another.",F
"while the user loggedin, the system shall alow user to update his personal information or profile.",F
The system shall allow the user to sign-up in order to register.,F
"The system shall allow the user to enter username, email and password to sign up.",F
The system shall allow Language that is used for coding is C# The system shall allow the Developmental Software is Unity 3D,F
The sysem shall provide pausing & quitting options to the player at any point in the ongoing game.,F
The system shall provide a third person overhead view in support of an intuitive interface that provides all the essential functional controls to the user.,F
The system shall allow player’s character that must be fully within the control of the user.,F
"The system shall display intruder’s score, power-up status, & timers wherever necessary.",F
The system shall provide incorporated sound effects wherever possible to enhance gaming experience.,F
The system shall provide option to choose between characters to player.,F
The system shall provide opportunity to create an account through Sign up button which will redirect them to the sign up panel.,F
The system shall provide signup form to enter the data through user.,F
The system shall allow the user to agree the terms and conditions.,F
"When credentials are validate, the system shall allow th user or admin to register.",F
"When user click the login button, the systems shall navigate the user to login screen.",F
The system shall provide email or password option on login page.,F
"When credentials validate, the system shall allow the admin or registered user to login.",F
"When user login, the system shall allow the user to access the public news droid application privileges.",F
The system shall provide forgot password button to recover the password.,F
"When user forget the password, the system shall allow the user to enter the email address to gain a recovery link for new password.",F
The system shall allow the user to update his/ her password using the password recovery option.,F
"while the user loggedin,The system shall allow the user to access the PND(Public News Droid) application system after authentication.",F
"while the user loggedin,The system shall allow the user to look his profile details and credentials through look profile.",F
"while the user loggedin,The system shall allow the user to look all uploads till date.",F
"while the user loggedin,The system shall allow the user to give rating or share the user profile.",F
The system shall provide update email option that provide a new email id option.,F
The system shall allow the user to redirect to the Update Email page.,F
"while the user loggedin,The system shall alow the user enter input on the update email page.",F
"When user enter new email, the system shall allow the user to click on submit button and submit button updates the email.",F
The system shall provide the password update facility that enhances the security feature for new password.,F
"while the admin loggedin,The system shall allow the admin or registered user to move to the update password page.",F
The system shall allow the user to enter password on the update password page and the password is more stronger than previous.,F
"While user enter the password, the system shall prompt the user "" password update successfully"".",F
The system shall provide delete user account on the user dashboard page.,F
The system shall allow the user to provide reason for deletion of account.,F
"When user click on delete account option, the system shall temporary disable account of the user.",F
The system shall display deleted profile on admin’s panel.,F
"When user login to PND, the system shall give GPS permission or enter location manually using dropdown menu admin &registered user.",F
"When permission granted, the system shall allow the user to access location using GPS or a manual.",F
The system shall allow the user to search desired location through the search option available.,F
The system shall provide feedback& comment option under the news card on every post.,F
The sytsem shall provide text field that provide the option to share Looks using authenticated words against the respective news.,F
"When user add feedback and comment, the system shall display feedback/comment of the user under the respected News/ Event on post.",F
The system shall provide a category from drop down menu if he wants to see the news of only specific category (i.e. sports).,F
The system shall provide a category list that contains different categories i.e. sports entertainment etc.,F
"When user select the sport from list, the system shall allow the user to navigate sports page.",F
The system shall display a respected content of each category.,F
The system shall display a rank wise informative page on top up loader page.,F
the system shall allow the auto sorted user to must be displayed on assigned ratings,F
The system shall user can have a listed overLook of the periodically sorted top up loaders over a period based on ratings,F
The system shall display a news portal section where user can post,F
if the user wants to post news then the system shall display a news portal section,F
The system shall allow the user to select category of the news for which he/she wants to upload from the drop down menu labelled “categories”.,F
The system shall provide text field that take an input title of the news.,F
The user shall provide the brief Explanation of the news being uploaded,F
The user shall enter the external link of news If it’s necessary.,F
The User shall add the location of the news where it occurred,F
The User shall add the related pictures or videos of the news which he wants to upload.,F
"While the user loggedin, the system shall allow the user to logout.",F
"When user logout, the system shall prompt the user for log out confirmation.",F
The system shall allow the PND to respond according to user's decision.,F
The system shall alllow the user to successfully logout.,F
The system shall allow the present person to login.,F
The system shall allow the present person to signup.,F
"When user loggedin, the system shall allow the user and the administrator to log out of the system from their own account.",F
The system shall allow the users to look the contact list.,F
The system shall allow the consumer to dial number.,F
The system shall allow the user to type and send to messages.,F
The system shall allow the person to view history.,F
The system shall allow the user to view the credit.,F
The system shall ask to users to have a valid credit card.,F
The system shall allow the student to add his personal information by filling the given form.,F
The system shall allow the admin to add his personal information by filling the given form.,F
"When student create the account, the system shall allow the student to give his username or email with his password.",F
"When admin create the account, the system shall allow the admin to give his username or email with his password.",F
The system shall allow the admin to add questions manually or he can add questions using excel sheets.,F
"When the admin will add any question, the system shall provided feature to admin that will allow him to tag the question with respect to its difficulty.",F
The system shall allow the student to determine which test he is going to take whether it will be Ecat or Fast.,F
The system shall allow the student to analyze his current aptitude with respect to the Entry test exam. and a graph will show his progress accordingly.,F
The student shall allow to prepare a certain subject with a particular topic for example Subject: Physics and topic: Radioactivity,F
The system shall allow the student to quit his exam without saving his details in the performance measure.,F
The system shall allow the student to see their correct answers along with the explanation that why this particular option is correct and others are incorrect.,F
The system shall allow the student to feel the exam pressure as there will be a time constraint and it is important to note the different type of exams will have different time limits which will be according to that particular exam’s standard.,F
The system shall allow the student to add a question on the forum which will be provided to him.,F
"When student add the question, the system shall allow the admin to choose whether to add his question or not.",F
"The system shall allow the student to customize the magnitude of difficult as he will be provided with an option of customizing test where he can set the difficulty of the test by adding percentages distribution e.g. Easy Test 50% easy , 30% medium , 10 % difficult Hard Test 20% easy , 30% medium , 50 % difficult",F
The system shall allow the student to add mcqs for discussions.,F
The system shall allow the student to share his thoughts on the preparation.,F
The system shall allow the student to add any information which is relevant to the entry tests.,F
The system shall allow the student to add university admissions on the forum.,F
The system shall allow the student to generate six questions to challange anyone on the forum.,F
"When student generate six questions, the system shall allow challanger to solve test and then challenger request will be sent to other student.",F
The system shall allow the students to add same questions but in different order.,F
"When student accept the challenge, the system shall provide test to the student.",F
"When the challenge is complete, the system shall update the challenge section and then will be announced.",F
The system shall allow the student to practice in time restrained circumstances in order to improve his time management skills.,F
The system shall allow the new user to register with their details.,F
"When user don't enter details, the system shall not allow the user to access any feature to login.",F
The system shall ask user to connect to the internet.,F
"If there is any error in information, then the system shall inform to the user about the error.",F
the system shall check if passwords follow default password regular expression.,F
The system shall ask user to fill all the field not leave any crucial field blank.,F
The system shall allow the user to login with their login credentials.,F
"When user don't enter details, the system shall not allow the user to access any feature to signup.",F
"If the user’s enter incorrect details or some other issue, then the system shall handle the errors by informing the user.",F
The system shall allow the users to view their profile,F
"While the user loggedin, the system shall allow the student to view profile.",F
"While the user loggedin,The system shall allow the use to edit profile information.",F
if user wabt to edit profile then the system shall be connected to internet,F
the system shall be connected to the internet,F
"While the user loggedin, the system shall allow the user to view profile.",F
"While user loggedin, the system shall allow the student to add matches.",F
the system shall allow user to connect with internet.,F
the system shal allow user to Must be logged in.,F
"While the user logged in, the system shall allow to location services on.",F
"While the user logged in, the system shall allow the users to view hostel.",F
"While the user logged in, the system shall allow the user to view subscribe events.",F
the system shall be connected to the internet.,F
the system shall must be logged in.,F
"While user logged in, the system shall allow the user to subscribe atleast one match.",F
"While user logged in, the system shall allow the user to delete host events.",F
"While user logged in, the system shall allow the user to atleast one match event created as host.",F
"While user logged in, the system shall allow the user to unsubscribe to events any time.",F
"While the user logged in, the system shall allow the user to atleast one match event subscribed as player.",F
"While the user logged in, the system shall allow the user to create teams match by specifying the number of players.",F
"While the user logged in , the system shall allow the user to view his created teams.",F
"While the user logged in, the system shall allow the user to create atleast one team match.",F
"While the user logged in, the system shall allow the user to logout.",F
"When username and password verify ,the system shall grant the access to admin and end-user.",F
"while the admin loggedin,The system shall allow the admin to view the number of accounts created by end-users.",F
"while the admin loggedin,The system shall allow the admin to delete the account of the end-user.",F
"whilethe user loggedin,The system shall allow to maintain a database of all login users.",F
The system shall assign a unique ID to the Image uploaded in the directory.,F
"when the images are uploaded,The systemshall allow to maintain a database of all the uploaded Images.",F
The system should maintain a database of all the Crop Parameters,F
The system should maintain a database of all the Object Detection,F
The system should maintain a database of all the Vegetation Localization and as well as Land Use.,F
"while the admin loggedin,The system shall allow the admin to delete Image.",F
"while the admin loggedin,The system shALL allow the end-user or admin to upload Images.",F
"while the admin loggedin,The system shall allow the admin to delete the Object detection and other services:",F
"while the admin loggedin,The system shall allow the admin and the end-user to view Crop Parameters, Object Detection, Vegetation Localization, and as well as Land Use.",F
"while the admin loggedin,The system shall allow the admin and end-user to select images to be analyzed.",F
"while the admin loggedin,The system shall allow the admin to view or delete the gallery.",F
"while the admin loggedin,The system shall allow the admin and the end-user to view its gallery.",F
The system shall allow to maintain a database of uploaded and resultant images i.e. Gallery.,F
"while the admin loggedin,The system shall allow the admin to view or delete the history.",F
"while the admin loggedin,The system shall allow the admin and the end-user to view its history.",F
The system shall allow to maintain a database for History.,F
"while the admin loggedin,The system shall allow the admin to view end-user profiles.",F
"while the admin loggedin,The system shall allow the end-user to view and make changes in its profile such as Name, Password.",F
The system shall allow to maintain a database for end-user Profile.,F
"When username and password verify, the system shall grant the access to admin and end-user.",F
