text,label_binary,sub_NFR,source
The system shall allow the user to view the stored modals,FR,F,EARS
while checking accuracy The system shall allow the user to check the predicted classes,FR,F,EARS
while checking accuracy The system shall show the accuracy of predicted classes of each trained modal,FR,F,EARS
the system shall allow the agent to  maintain a list of the room,FR,F,EARS
The system shall keep track of the things contained in the environment.,FR,F,EARS
while planning path the system shall allow The agent to plan the optimal path from current room to the delivery room.,FR,F,EARS
the system shall open all rooms By default.,FR,F,EARS
while planning path the system shall allow The agent  to move from one place to another with the help of a motion planning tool.,FR,F,EARS
the system shall enable the agent  to recognize the characters from the image,FR,F,EARS
The system shall be able to publish the recognized characters as a topic.,FR,F,EARS
while navigation through the path the system shall enable The agent  to tackle all the hurdles or obstacles ,FR,F,EARS
while login the system shall Allow user to enter email and password ,FR,F,EARS
 if login was successful or not than the system shall  show  message  ,FR,F,EARS
 if unsuccessful than the system shall promt user to login again ,FR,F,EARS
while sign up the system shall allow user  to sign up with desire email ,FR,F,EARS
while sign up the system shall Prompt user to sign up via Gmail or any other mail,FR,F,EARS
if user name already taken than the system shall Prompt the user,FR,F,EARS
while sign up the system shall Allow user to select he wants to sign up as Attendant or Recipient (service taker). ,FR,F,EARS
while generating profile the system shall Allow the user to enter the name of city,FR,F,EARS
when geberate profile the system shall Allow attendant to add detailed description of himself,FR,F,EARS
the system shall Allow attendant to select the preferred languages in which they are comfortable to talk,FR,F,EARS
while generating profile the system shall Allow attendant to add his skills like what kind of diseases he can handle or what kind of patients. ,FR,F,EARS
the system shall Allow attendant to add his contact information like cell phone number or email. ,FR,F,EARS
the system shall Allow user to add his/her education. ,FR,F,EARS
while generating profile the system shall Allow user to add his education institute name,FR,F,EARS
while generating progile the System shall decide all the information is adding correctly and in order,FR,F,EARS
the system shall allow Recipient (Service taker) to post a job by describing in detail the time attendant has to give to the patient and the approximate price. ,FR,F,EARS
the system shall allow Recipient (Service taker) can also search directly to give job to any attendant he/she likes. ,FR,F,EARS
the system shall allow Recipient (Service taker) to  contact the attendant through his provided cell number or by using website messenger,FR,F,EARS
The system shall detect touch input from the user. This is handled by Unity’s Touch Input methods.,FR,F,EARS
The system shall  collect information of the touch including the touch location as well as information about the object being touch,FR,F,EARS
"The system shall also detects whether the touch was a long press, vertical swipe, horizontal swipe etc.",FR,F,EARS
"The system shall also maintain the information about the stamina of the player, the current score and the objects collected during the climb",FR,F,EARS
The system shall use data structures such as arrays and lists will be used to handle the information.,FR,F,EARS
The system shall  detect collisions between the player and the objects.,FR,F,EARS
The system shall  make calculations for the lighting and rendering.,FR,F,EARS
The system shall be able to detect the face of a person in examinations. ,FR,F,EARS
The system shall be able to detect the eyes of a person. ,FR,F,EARS
The system  shall  detect any unusual movement of head and eyes such as taking a peek at fellow’s paper. ,FR,F,EARS
" if the person is looking left or right,than  the system will first generate the warning along with a beep alert after certain number of time ",FR,F,EARS
"If two warnings are shown consecutively, then the system shall  referred  third warning as cheating.",FR,F,EARS
the system shall also Detect  movements  of hand .,FR,F,EARS
while login the system shall check user must have account ,FR,F,EARS
while sign up the system shall allow Users  to create their accounts by providing necessary details. ,FR,F,EARS
if duplicate record find then the system shall not accept it,FR,F,EARS
"while supervisor logged in ,the system shall allow the  Supervisors to  add sectors",FR,F,EARS
"while supervisor logged in,the system shall allow the Supervisor to  add sectors on the basis of longitude and latitude of the  specific area provided by Google map. ",FR,F,EARS
the system shall allow the Supervisors to delete sectors. ,FR,F,EARS
while deleting  sectors the system shall check that there must exists some sectors.,FR,F,EARS
while viewing sectors the system shall allow  supervisor to view sectors,FR,F,EARS
when view secton the system shall check it must added before,FR,F,EARS
the system shall allow Supervisors  to update sectors.,FR,F,EARS
the system shall allow supervisors to  edit geographical information of sectors. ,FR,F,EARS
 when the dustbin is filled up to the threshold value (i.e. 80%) the system shall allow Supervisors and workers  notified automatically via website notification,FR,F,EARS
if the  certain dustbin has cleaned. Than the system shall notify Supervisors  via text message and website notification ,FR,F,EARS
"while supervisor logged in,the system shall allow Supervisors to  add vehicles. ",FR,F,EARS
if Duplicate record will  be added then the system shall not accept it ,FR,F,EARS
"while supervisor logged in,the system shall allow supervisor to delete vehical ",FR,F,EARS
while deleting vehical the system shall check it must exist ,FR,F,EARS
"while supervisor logged in,the system shall allow  Supervisors to  view vehicles. ",FR,F,EARS
"when supervisor view the vehicles ,the system shall add Vehicles",FR,F,EARS
while adding workers the system shall allow supervisor to add worker,FR,F,EARS
while deleting workings the system shall allow supervisor to delete worker,FR,F,EARS
while view worker  the system shall allow  supervisor to view worker ,FR,F,EARS
while  update supervisor the system shall allow Supervisor to  update worker.,FR,F,EARS
"When the dustbin is cleaned, the system shall allow supervisors to be notified with the  information of the worker who cleaned it. ",FR,F,EARS
"the system shall show Supervisor and admin  the daily, weekly and monthly reports in the  form of tables and graphs. ",FR,F,EARS
while adding dustbin the system shall add dustbin only one time ,FR,F,EARS
while viewing dustbin the system shall view dustbin,FR,F,EARS
while view dustbin the system shall allow worker to view it,FR,F,EARS
 the system shall show the level of garbage,FR,F,EARS
the system shall allow supervisor  to update dustbin,FR,F,EARS
the system shall allow supervisor to delete dustbin ,FR,F,EARS
while deleting dustbin the system shall allow only added sutbin to delete,FR,F,EARS
while searching the system shall Search nearby blood donor with same blood group,FR,F,EARS
 while searching the system shall allow Search nearby blood donor with other blood group,FR,F,EARS
the system shall allow Search nearby organ donor by organs name ,FR,F,EARS
the system shall show the home navigation on home screen,FR,F,EARS
the system shall show the List of Nearby donors ,FR,F,EARS
the system shall allow to  Text available donors,FR,F,EARS
the system shall show Available donors page  the list of nearby available donors  with their name location and contact details.,FR,F,EARS
the system shall allow to view and update profile ,FR,F,EARS
"when user logged in,the system shall allow to Sign out ",FR,F,EARS
the system shall allow Side navigation menu to display at the side of home screen with all  above option list.,FR,F,EARS
while viewing profile the system shall allow User to  view it’s all details and can also edit any of them for example  phone number,FR,F,EARS
when  user press save and update the system shall  all changes are save to the database  and override the previous data of the same user with same ID,FR,F,EARS
"while login the system shall alloe  Buyer, Shopkeeper, Author and Admin will login to  their account by providing required details. ",FR,F,EARS
while login the system shall check whether the user have any account ,FR,F,EARS
while sign up the system shall ask Users  to create their accounts by  providing necessary details.,FR,F,EARS
whiel sign up the system shall not accept duplicate  record ,FR,F,EARS
the system shall allow Shopkeeper  to deleteAuto-mobile Spare Parts on the  basis of this spare part post(gig) ,FR,F,EARS
the system shall allow  Shopkeeper to  see these Auto-Mobile Spare Parts in the form of Gigs ( Boxes ) Panels.,FR,F,EARS
the system shall allow buyer to  see these Auto-Mobile Spare-Parts in the form of Gig (Boxes) panels,FR,F,EARS
the system shall allow Shopkeepers to  update the information about their for-sale Auto-Mobile Spare-Parts.,FR,F,EARS
while adding buyer the system shall aloow buyer to sign up for account ,FR,F,EARS
" When they Signup, the system shall send a reques to  Author of the system. ",FR,F,EARS
the system shall allow Buyer to  delete his account. ,FR,F,EARS
the system shall allow Administrator or Author to delete a buyer on the  basis of his providing information.,FR,F,EARS
the system shall allow Buyer to  view their provided information in a  profile Dashboard. ,FR,F,EARS
the system shall allow  Author and admin to  view the buyer on the basis of  their provided information,FR,F,EARS
the system shall allow Buyer  to  update his provided information in profile.,FR,F,EARS
the system shall allow Shopkeeper  to  sign up for their accounts. ,FR,F,EARS
 When shopkeeper Signup the system shall send  a request to Author of the system. ,FR,F,EARS
the system shall allow to delete account of shopkeeper,FR,F,EARS
the system shall allow  Administrator or Author to  delete a buyer on the basis of his providing information.,FR,F,EARS
the system shall allow  Shopkeeper to  view their provided information in a  profile Dashboard. ,FR,F,EARS
the system shall allow  Author and admin to  view the buyer on the basis of  their provided information.,FR,F,EARS
while uopdating information the system shall allow Shopkeeper to  update his provided information in profile.,FR,F,EARS
"when  selecta Auto-Mobile Spare-Parts from  searched results, the system shall allow buyer to buy that Auto-Mobile  Spare-Parts and will be added to the cart.",FR,F,EARS
"when selected from the cart,the system shall allow  Auto-Mobile Spare Parts  to  be delivered for order",FR,F,EARS
if any quotation added then the system shall add These quotations with the order when order will get successful.,FR,F,EARS
the system shall allow to send  Reviews against Auto-Mobile Spare Parts or Shops.,FR,F,EARS
while deleting category the system shall allow the Admin and author to  delete the category on the basis  of its id.,FR,F,EARS
When there will be any sale announced in the  market the system shall  start and ending date will be added to the system by author. ,FR,F,EARS
the system shall allow The shopkeeper to adjust the percentage from its  dashboard panel on Auto-Mobile Spare-Parts. ,FR,F,EARS
the System shall provide auto discount to all orders on the  basis of these staring and ending date and percentage  defined by shopkeepers.,FR,F,EARS
the system shall allow Author to  delete his account. ,FR,F,EARS
"the system shall allow Admin   to delete Author on the basis of his  information 
",FR,F,EARS
while viewing the system shall allow Author to  view his provided information in a profile  Dashboard. ,FR,F,EARS
the system shall allow Admin to  view the buyer on the basis of their  provided information.,FR,F,EARS
the system shall allow Author to  update his provided information in profile. ,FR,F,EARS
while registering customer the system shall allow  Admin  to  make sure that same CNIC is not  used for registering another account.,FR,F,EARS
while login the system shall allow Customer and service provider to  login the application.,FR,F,EARS
while checking location the system shall allow Customer to fetch  current location and  will be allowed to enter the location.,FR,F,EARS
the system shall allow Customer to  request for the service  required.,FR,F,EARS
the system shall send Notification to both the service provider  and customer will be send about the work.,FR,F,EARS
while negotiation the system shall allow Customer and service provider to   negotiate about the service labor.,FR,F,EARS
the system shall allow Customer to  confirms the deal with the  service provider.,FR,F,EARS
the system shall allow Customer to  provides feedback on the  service received.,FR,F,EARS
the system shall allow Admin to  view the feedbacks provided  by the customer.,FR,F,EARS
the system shall enable Admin to block/unblock any service  provider or customer.,FR,F,EARS
the system shall enble Customer and service provider   able to reset their password.,FR,F,EARS
the system shall allow Admin to  add the cities.,FR,F,EARS
the systems shall allow Admin to  add the services available.,FR,F,EARS
the system shall allow The user can modify the RP components that are added onto  the design interface area,FR,F,EARS
The user can add HTML elements as RP components,FR,F,EARS
while adding text the system shall allow The user can add text to the design interface,FR,F,EARS
the system shall allow The user to add images to the design interface,FR,F,EARS
the system shall allow The user to add audio to the design interface,FR,F,EARS
the system shall allow The user to  add images to the design interface,FR,F,EARS
the system shall allow The user to  add iFrames to the design interface,FR,F,EARS
while adding css element the system shall allow The user to  add CSS to the HTML in RP components,FR,F,EARS
the system shall allow The user can modify the different aspects of the components,FR,F,EARS
When the user is satisfied with his design the system can allow him to  generate  React code for the entire RP application ,FR,F,EARS
while login in the system shall allow Users to log in to the System. ,FR,F,EARS
when done with the design the system shall allow Users to  save their design workflow to their  account,FR,F,EARS
the system shall allow Users to save their design as an image to their  local storage,FR,F,EARS
the system shall allow The user to  duplicate components by selecting an added  component and selecting the duplicate function from the interface,FR,F,EARS
"the system shall Verify the entered username and password with the registered users in
the database",FR,F,EARS
"the system shall allow Users  to change or reset their password in case their
credentials are compromised or forgotten.",FR,F,EARS
while sign up the system shall allow patient and dostors to sign up ,FR,F,EARS
"the system shall  enable the Patients to upload all kind of medical records into the
system",FR,F,EARS
while editing data the system shall allow Patient to  make changes to his/her data.,FR,F,EARS
while deleting data the system shall allow Users to  delete selected or all data from their profile,FR,F,EARS
the system shall allow the Patient and Doctor  view the records in an organized manner.,FR,F,EARS
when doctor request the system shall show Doctor  to view the Patient data.,FR,F,EARS
while try to print the system  shall allow Doctor and Patient to  print the selected data,FR,F,EARS
the system shall Store the discharge dates of Patient from the hospital,FR,F,EARS
"the System shall stores the information about the chief complaint that the Patient
faces.",FR,F,EARS
"the system shall Store the information of all the previous procedures performed on the
Patient.",FR,F,EARS
"when the Patient is/was the System shall  stores the summary information 
discharged from hospital",FR,F,EARS
"the System shall stores the information about the previous treatments given to the patient 
Patient",FR,F,EARS
"the System shall  store the data of the Patient's family members, any chronic
diseases, deaths, reason of death etc",FR,F,EARS
the System shall stores all the previous test results performed on the Patient,FR,F,EARS
"System shall store the data as it is in the form of prescription, as
originally prescribed by the Doctor",FR,F,EARS
"the System shall  stores all the previous medication records given to the Patient
and also the current medication that the Patient is taking.",FR,F,EARS
"the System shall  support the login of Patient and Doctor using the biosensor
technologies for example fingerprint login, retinal scan etc",FR,F,EARS
The system shall implement the authentic administrator to login.,FR,F,EARS
"when administrator enter the   username and password ,the system shall compare   it with the database",FR,F,EARS
"when administrator enter the   username and password ,the system shall allow the  administrator to  write into the system. ",FR,F,EARS
if the adminstrator enter wrong username and password then the system shall l ask the administrator to re-enter the username and password . ,FR,F,EARS
"while administrator forget the password,The system shall assign a reset password link through the administrator  email to recover password.",FR,F,EARS
The system shall grant the administrator to add  a seller.,FR,F,EARS
The system shall grant the administrator to remove  a seller.,FR,F,EARS
The system shall allow the administrator to add a buyer,FR,F,EARS
The system shall allow the administrator to remove a buyer,FR,F,EARS
"when buyer send the request  for login on the website ,The system shall ask registration requirements include given name, surname, contact number, email id, password and confirm password to the buyer.",FR,F,EARS
"when buyer enter  registration requirements, The system shall confirm the buyer’s registration on the website through  invoice. ",FR,F,EARS
"when the buyer enter username and password,The system shall login the buyer.",FR,F,EARS
"while buyer forget password, The system shall provide a reset password element to the buyer’s email.",FR,F,EARS
"when agent  send the request  for login on the website ,The system shall ask registration requirements include given name, surname, contact number, email id, password and confirm password to the agent.",FR,F,EARS
"whenagent enter  registration requirements, The system shall confirm the agent registration on the website through  invoice. ",FR,F,EARS
"when agent enter username and password,The system shall login the agent.",FR,F,EARS
"while seller forget password, The system shall provide a reset password element to the seller’s email.",FR,F,EARS
The system shall allow the agent to compute different solar panels with name written which are in the form of hyperlinks.,FR,F,EARS
The system shall grant the agent to renew product,FR,F,EARS
The system shall grant the agent to remove product. ,FR,F,EARS
The system shall facilitate the agent through revise the availability of stock. ,FR,F,EARS
"where the system include full view  option ,The system shall provide a full view option to display the pictures and also provide exit button",FR,F,EARS
"where the system include zoom function,The system shall provide zoom in and zoom out option for viewing the product.",FR,F,EARS
The system shall demonstrate an option to filter between products. ,FR,F,EARS
The system shall implement the buyer through acquire product. ,FR,F,EARS
"The system shall ask buyer to enter his given name, email, contact number,  address to complete the transaction.",FR,F,EARS
"while purchasing, The system shall confirm the purchase by sending invoice to email or contact  number. ",FR,F,EARS
"while bill is generated,the system shall show the buyer to view the entire bill.",FR,F,EARS
" while bill is generated, The  buyer shall select the view option to see the bill.",FR,F,EARS
"when buyer request for bill, The system shall generate a receipt of the bill..",FR,F,EARS
" when system generate a receipt of the bill, tthe system shall allow the buyer to click on  print option.",FR,F,EARS
"where the system include cash and online payment function, The system shall provide two payment options for the convenience of the buyers.  T",FR,F,EARS
"while payment,The system shall collect the address for the collection of payment. ",FR,F,EARS
"while payment, the system shall It confirms the  contact number from the buyer. ",FR,F,EARS
while online payment The system shall ask the account number.,FR,F,EARS
The system shall ease the buyer to choose the save option which locks the  information.,FR,F,EARS
when the buyer’s information  is locked The system shall demonstrate an acceptance message ,FR,F,EARS
"while any  transaction, where the system include cancel transaction  button function, if the buyer cancel any transaction by press the cancel button then,the system shall dismis any purchase.",FR,F,EARS
while cancellation The system shall  sent  the buyer to enter the code  to confirm that the cancellation is not done by any other person. ,FR,F,EARS
when cancellation doen The system demonstrates a message confirming the successful cancellation of the  transaction,FR,F,EARS
while sending feed back The system shall show a feedback form so the buyer can share the experience of  using the system. ,FR,F,EARS
 when the buyer selects the submit button The system shall save the feedback,FR,F,EARS
"when the admin enter  the password,the system shall login the admin panel .",FR,F,EARS
the system shall allow The admin to  create accounts of new members. ,FR,F,EARS
"while admin logged in, the system shal allow the admin to edit the account details of members.Admin can edit account details and Delete accounts of members.",FR,F,EARS
"while admin logged in, the system shal allow the admin to delete the account of members.",FR,F,EARS
the system shall add food items in the menu by admin.,FR,F,EARS
the system shall allow admin to edit food item details.,FR,F,EARS
the system shall allow admin to  delete food items. ,FR,F,EARS
"when customer order the food,the system shall allow the admin to generate mess report of entire orders. ",FR,F,EARS
while change password the system shall allow Admin to  change his password manually. ,FR,F,EARS
"while change email address,the system shall allow Admin  to  change his email address manually. ",FR,F,EARS
while logged in the system shall allow Members to  use his credentials to login into his account.,FR,F,EARS
"the system shall enable the member to view breakfast, lunch, snacks and dinner menu.",FR,F,EARS
the system shall enable Member to order food from the menu.,FR,F,EARS
the system shall enable Member  to view previous orders.,FR,F,EARS
the system shall enable members to view suggested food items.,FR,F,EARS
the system shall enable the member to view pending orders.,FR,F,EARS
the system shall enable Member  to  view clock timer for remaining preparation time of meals.,FR,F,EARS
"when the game is 3D,the game shall allow the player to freely move in all directions, since the game is in 3D. ",FR,F,EARS
"while the player play the game, the game shall allow the player to move,lef,right,forward and backward using arrow keys on W, A, S and D keys. ",FR,F,EARS
while using gun the system shall allow player to attach zombie,FR,F,EARS
while using gernade the system shall allow  player to attach zombie,FR,F,EARS
while using knife the system shall enable The player can attack zombies,FR,F,EARS
"while player plays the game,the game shall alow show health of player in percentage",FR,F,EARS
"when zombie attack on the player,the game shall show the player loses health. ",FR,F,EARS
"when the player start play the game ,the game shall show tthe full health of the player. ",FR,F,EARS
"when the player loss his/her health ,the game shall allow the player to pick the medical kitin the  terrain at  different locations.",FR,F,EARS
"while player move ,the game shall allow the camera to follow the third player during movement.",FR,F,EARS
"where the game includes control the camera using mouse function,the game shall able to control the camera with the mouse to rotate arround the character.",FR,F,EARS
"while player move , the game shall  allow the zombies to  move from one flag point to another point.",FR,F,EARS
"while zombies attack to the player, the game shall have limited torch sight area for the player. ",FR,F,EARS
"when zombies got into the limit(10m) of torch sight,the game shall able to attack the players.  ",FR,F,EARS
"while player start play the game,The game shall have a choice of ten different levels for players.",FR,F,EARS
"while player play the game ,the game shall allow the player  to  choose any level  according to his gaming skills. ",FR,F,EARS
" while  player start the game, the game shall show the main menu of the game which have a command on game from every aspect. ",FR,F,EARS
" while player start the game, the game shall allow the player to change the setting such as volume etc. ",FR,F,EARS
when teacher need the system shall make Teacher to  sign in their account,FR,F,EARS
when teacher need the system shall make Teacher to  sign out their account,FR,F,EARS
"when teacher sign in, the system shall allow the teacher to  select class feature.",FR,F,EARS
"when teacher sign in, the system sall allow the teacher to see the uploaded details of  quiz and assignments",FR,F,EARS
"when user  complete the document,  the system shall generate a complete record in the form  of pdf",FR,F,EARS
"When userr upload the file ,the system shall check  “Course Handbook” .",FR,F,EARS
when user upload the file  the  system shall automatically check student list ,FR,F,EARS
"When the  user upload the file, the system shall check  “Course Handbook” .",FR,F,EARS
When user upload  the file the system shall check  “Attendance Overview”,FR,F,EARS
while user found any error or  change of mind the system shall enable Teacher  update the required assessment folders ,FR,F,EARS
when clicked  on view folder the system shall enable Teacher to  view all assessments folders ,FR,F,EARS
the system shall allow Teacher  to  upload the quiz along with solution along with the samples.,FR,F,EARS
"while teacher logged in ,the system shall allow the teacher  to  upload the assignment along with solution.",FR,F,EARS
"while teacher  logged in,the system shall allow teacher to upload sessional and its solution along with the samples",FR,F,EARS
"while teacher  logged in,the system shall allow Teacher to  upload the terminal exam and its solution along with the samples.",FR,F,EARS
"while teacher logge in, the system shall enable teacher to  create the quiz objective or subjective according to their need.",FR,F,EARS
"while teacher logged in,the system shall enable the teacher to  add CLO number and its phrases according to the courses.",FR,F,EARS
the system shall Notifies the teacher about the meetings scheduled by the TAI and vice versa,FR,F,EARS
"while teacherr looged in,the system shall allow The teacher to  view the status of assessments sent to the TAI as pending,  approved or reviewed. ",FR,F,EARS
while generating file the system shall allow Teacher  to  download the complete folder through this feature at the end of the  semester after the completion of all the documents in the check list.,FR,F,EARS
the system shall enable The moderator to  receive notifications from the teachers.,FR,F,EARS
the system shall allow the moderator to view the quiz and assignment prepared by teacher.,FR,F,EARS
while sending feedback the system shall allow Moderator  to  give the feedback regarding documents sent by teacher.,FR,F,EARS
the system shall show meeting schedule feature in the form of a calendar like that of Microsoft teams.,FR,F,EARS
the system shall allow this feature to allows the teacher and the TAI to see the meetings scheduled by each other.,FR,F,EARS
while delete meeting the system shall allow  you to delete the scheduled meeting in case of change of  mind,FR,F,EARS
while extract course hang book the system shall  allows the teacher to extract all the necessary details from the  sample course handbook uploaded.,FR,F,EARS
while create course hand book the system shall  allows the teacher to create the course handbook by filling in the  details regarding particular subject.,FR,F,EARS
when teacher create course hand book the system shall  allow to download it ,FR,F,EARS
the system shall enable Admin to register a TAI.,FR,F,EARS
the system shall enable Admin to  view record of every activity and tasks performed by teacher and  TAI.,FR,F,EARS
"when selects department , course, teacher and  allots them their respective TAI the system shall enable the admin submits the form ",FR,F,EARS
the system shall allow Admin  to  register teacher.,FR,F,EARS
the system shall enable the admin  to  add departments and courses respective to their department,FR,F,EARS
the system shall allow The admin to view the departments added.,FR,F,EARS
"when the user rejister the course,the system shall enable the admin to view the course",FR,F,EARS
while signing up the MIRS shall allow user to enter his details for signup.,FR,F,EARS
when siging in the MIRS shall validate details of user for sign up.,FR,F,EARS
when signed up the MIRS shall redirect user to login page.,FR,F,EARS
while logged in the MIRS shall allow user to login the system using his email and password.,FR,F,EARS
"while user forget the password,the MIRS shall allow user to reset password by using forgot password.",FR,F,EARS
while user forget password the MIRS shall allow user to get a secure password token link to reset his  password by entering valid email address.,FR,F,EARS
when verifying his credentials the MIRS shall redirect user to homepage ,FR,F,EARS
the MIRS shall allow renter to add details of his post.,FR,F,EARS
the MIRS shall allow renter to view details of his post.,FR,F,EARS
the MIRS shall allow renter to modify details of his post.,FR,F,EARS
the MIRS shall allow renter to inactive his post.,FR,F,EARS
the MIRS shall allow renter to delete his post.,FR,F,EARS
the MIRS shall allow rentee to select an instrument.,FR,F,EARS
the MIRS shall allow rentee to enter required details.,FR,F,EARS
the MIRS shall allow rentee to select payment method and payment details.,FR,F,EARS
the MIRS shall allow rentee to return an instrument.,FR,F,EARS
the MIRS shall allow renter to confirm instrument has returned.,FR,F,EARS
the MIRS shall allow renter to withdraw earned money.,FR,F,EARS
the MIRS shall allow buyer to select an instrument.,FR,F,EARS
the MIRS shall allow buyer to enter required details.,FR,F,EARS
the MIRS shall allow buyer to select payment method and payment details,FR,F,EARS
the MIRS shall allow instructor to add video lessons and details in selected  course.,FR,F,EARS
while manageing course the MIRS shall allow instructor to create course.,FR,F,EARS
the MIRS shall allow instructor to update video lessons details in selected  course.,FR,F,EARS
"while delete lesson, the MIRS shall allow instructor to delete selected video lesson. ",FR,F,EARS
the MIRS shall allow instructor to inactive selected course.,FR,F,EARS
the MIRS shall allow student to enrol in any selected course.,FR,F,EARS
the MIRS shall allow student to pay for enrolment in the course.,FR,F,EARS
the MIRS shall allow student to view course video lesson.,FR,F,EARS
the MIRS shall allow rentee to pay system through payment gateway to rent an  instrument.,FR,F,EARS
the MIRS shall allow student to pay system through payment gateways for  course enrolment.,FR,F,EARS
the MIRS shall keep record of every payment transaction.,FR,F,EARS
while managing profile the MIRS shall allow user to view his profile details.,FR,F,EARS
the MIRS shall allow user to change his profile details,FR,F,EARS
the MIRS shall allow rentee to rate  the renter’s profile.,FR,F,EARS
the MIRS shall allow rentee to review the renter’s profile.,FR,F,EARS
the MIRS shall allow student to rate and review the instructor’s profile.,FR,F,EARS
the MIRS shall allow user to view rating and reviews of renter’s and Instructor’s  profile.,FR,F,EARS
the MIRS shall allow user to rate and review the instrument.,FR,F,EARS
the MIRS shall allow user to view rating and reviews of instrument.,FR,F,EARS
the MIRS shall allow students to rate and review the instructor’s profile.,FR,F,EARS
the MIRS shall allow user to view rating and reviews of instructor’s profile.,FR,F,EARS
the MIRS shall allow user to logout from the system.,FR,F,EARS
the MIRS shall redirect user to index page after logout from the system,FR,F,EARS
the system shall allow Student to register after filling fields by submitting the form.,FR,F,EARS
"while student logged in,the system shall allow Student  to  search tutor by select the subject.",FR,F,EARS
"while student requested ,the system shall allow Student to request the tutor through the request Tutor option by filling the  description.",FR,F,EARS
"while student logged in, the system shall allow Student to  send course files ",FR,F,EARS
"while student logged in ,the system shall allow Student to  send course images",FR,F,EARS
"while student logged in,the system shall allow Student to communicate via chat box in real time",FR,F,EARS
the system shall enable Student  to  view their profile information that are visible to other Actors to  know about you,FR,F,EARS
"while student logged in,the system shall enable Student  to create their own groups by setting the title",FR,F,EARS
"while student logged in ,the system shall enable Student  to create their own groups by setting the description .",FR,F,EARS
"while student logged in ,the system shall enable Student  to create their own groups by adding members in order to learn in groups",FR,F,EARS
"when student has done course study ,the system shall enable Student to give reviews  to tutor.",FR,F,EARS
"when student has done course study ,the system shall enable Student to give rating  to tutor.",FR,F,EARS
"while student logged in,the system shall enable Student to make voice calls",FR,F,EARS
"while student logged in,the system shall enable Student  to  make video call",FR,F,EARS
"when the course has been completed ,the system shall enable Student to  make payment ",FR,F,EARS
"when tutor fill the details of the form,the system shall allow Tutor to login.",FR,F,EARS
"while tutor logged in, the shall allow the tutorto  provide notes and course material to students",FR,F,EARS
the system shall enable Tutor  to view their profile information that are visible to other Actorsto know  about you,FR,F,EARS
the system shall enable Tutor to  view the feedback and rating given by the student after the completion  of course,FR,F,EARS
when  the course has completed the system shall enable Tutor to  received payment ,FR,F,EARS
"while tutor logged in,the system shall enable the Tutor to  make voice call",FR,F,EARS
"while tutor logged in,the system shall enable the Tutor to  make video call",FR,F,EARS
the system make Tutor enable to communicate through chat box in real time,FR,F,EARS
the CAWN shall  allow the user to set up his account by providing Sign Up  option.,FR,F,EARS
the CAWN shall allow the user to access his account by providing Sign In  option.,FR,F,EARS
"where system includes as a guset function ,the CAWN shall allow the user to use the application as a guest .",FR,F,EARS
"where system include  AR navigation mode and GPS navigation mode function, the CAWN shall allow the user to choose between AR navigation mode and GPS  mode navigation as per user’s choice.",FR,F,EARS
while in AR  navigation mode  the  CAWN shall allow the user to switch to GPS navigation mode ,FR,F,EARS
the CAWN shall allow the user to update his personal information.,FR,F,EARS
the CAWN shall allow the administrator to update or modify the project’s basic  model.,FR,F,EARS
"while adding ,the CAWN shall allow the administrator to add events, seminars or  workshops scheduled on the campus",FR,F,EARS
"while removing the CAWN shall allow the administrator to remove events, seminars or  workshops scheduled on the campus",FR,F,EARS
the Chatbot shall enable user to ask any type of question related to railway or  bus stations.,FR,F,EARS
the Chatbot shall enable user to view FAQ for user’s help.,FR,F,EARS
the Chatbot shall understand all of user’s questions and give response  according to it.,FR,F,EARS
while adding feedback the  Chatbot shall ask user to give feedback about its services.,FR,F,EARS
the Chatbot shall enable user to give feedback.,FR,F,EARS
the Chatbot shall answer all FAQs efficiently.,FR,F,EARS
the Chatbot shall be allowed to ask question from user.,FR,F,EARS
the Chatbot shall enable user to answer the question.,FR,F,EARS
the Chatbot shall be able to search for FAQ in knowledge Base.,FR,F,EARS
the Chatbot shall be able to search for relevant answer of FAQ in knowledge  Base.,FR,F,EARS
  when user send message  to NLP model the Chatbot shall be able to forward the message,FR,F,EARS
when chatbot receives extracted  entities and intents from NLP model the Chatbot shall be able to complete the message ,FR,F,EARS
the Chatbot shall allow the NLP model to receives the message.,FR,F,EARS
the Chatbot shall allow the NLP model to define the intents of that received  message.,FR,F,EARS
the Chatbot shall allow the NLP model to classify the intents of that received  message.,FR,F,EARS
while  extract the entities of that received  message the Chatbot shall allow the NLP model,FR,F,EARS
the Chatbot shall allow NLP model to pass the extracted entities and intents.,FR,F,EARS
the system shall allow user to login consisting of password  and user name so to get him/herself logged in to perform the  further action.,FR,F,EARS
the system shall allow The user to  checks whether the attendance of the student is  minimum 80 % in every subject  if yes then it proceed  and allowed to sit I the exam.,FR,F,EARS
while student sit in the class the systems shall arrange the sitting plan automatically arranged according to class .,FR,F,EARS
while student sit in the class the systems shall arrange the sitting plan automatically arranged according to capacity of available rooms.,FR,F,EARS
when  insert  the student’s detail the system shall Generate Coupon option ,FR,F,EARS
when select the generate  option by clicking the  print option. the system shall show The Print option,FR,F,EARS
the system shall allow user to login  login consisting of password  and user name so to get him/herself logged in to perform the  further action.,FR,F,EARS
the system shall allow The teacher  not any duty clash for a same slot as  having multiple duties at same time. ,FR,F,EARS
