text,label,source
Changes to revenue and expense formulae must be applied to the RFS system  every year  prior to the budgeting process start. Revenue and expense formulae will be updated within one week of their receipt  after which 2 weeks will be allotted to testing of the budget calculations  to be conducted jointly by the project development team and PCG Finance.,MN,promise_exp
The software product is expected to run on Windows or Linux platforms.,PO,dcai24
The entire website must be user-friendly and easily navigable. The website must be provided with a site map for quick access to a particular link according to the requirement specification. The user must be able to find what he/she wants from the site without any difficulty. The website must adhere to branding schemes and the layout of the web pages must be uniform throughout  ,US,promise_exp
Aside from server failure  the software product shall achieve 99.99% up time.,A,promise_exp
The product shall be able to process 10 000 transactions per hour within two years of its launch.  This number will increase to 20 000 by Release 2.,SC,promise_exp
'The product shall process messages within 2 seconds.The product shall have a maximum message processing time of 2 seconds',PE,NICE
'The product shall use a standard navigation menu familiar to most web users.',US,NICE
The product shall display the grids within a circle as a view from a periscope.,LF,promise_exp
System shall let customers register on the website as a pay as you go user in under 5 minutes.,PE,dcai24
The CPN may support encrypted communication with remote access devices and the encrypted communication can be terminated either at the CNG or CND.,SE,dcai24
When a shot is marked as a miss the product shall simulate the sound of a shot missing its target.,LF,dcai24
Velkat staff will be available for phone support between 7am-7pm M-F to provide technical support to the Izogn administrators.,A,dcai24
'The application shall match the color of the schema set forth by Department of Homeland Security',L,NICE
"The DigitalHome web system shall provide for authentication and information encryption through a recognized reliable and effective security technology, such as Transport Layer Security.",SE,dcai24
The verbiage used within the system shall be consistent with Standard English and the terminology of the national Nursing Community.,US,promise_exp
'All of the users shall be able to use the system after one day of training.',US,NICE
The website should appeal to all Africans  not only Nigerians.,LF,promise_exp
'If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100',LF,NICE
Organisations connecting to the EHRi or organisations hosting components of the EHRi should only collect PHI necessary to fulfill the purposes that they have identified (see Privacy Requirement 5).,SE,dcai24
The product shall achieve a 98% uptime. The product shall not fail more than 2% of the available online time.,A,promise_exp
In case of huge amount of traffic in upstream or downstream directions a congestion management mechanism shall be implemented in the CNG to minimize the impact from the user experience point of view.,PE,dcai24
NPAC SMS shall provide a mechanism to restrict user login based on method of entry.,SE,dcai24
NPAC SMS shall record the exact revision number of the latest software installed.,SE,dcai24
Movies shall be encoded and streamed via Windows Media Player 9.0.,O,promise_exp
The system shall be intuitive and self explanatory.,US,promise_exp
Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.,PE,dcai24
The product shall comply with insurance regulations regarding claims processing.,L,promise_exp
The WCS system shall be available at all times as long as IBM s internal intranet W3 is accessible. The WCS system will be available 95% of the time IBM s internal intranet W3 is available.,A,dcai24
Only authorized users shall have access to the portion of the system that interfaces with CampusConnect.,SE,promise_exp
The interface shall have a simple look. In the interface and usability survey 90% of beta testers must report that the interface is adequately simple.,LF,dcai24
If projected the data must be understandable. On a 10x10 projection screen 90% of viewers must be able to determine that Events or Activities are occuring in current time from a viewing distance of 100,US,dcai24
'The users should be able to easily use the system to successfully complete their budgets within the stipulated time for completion. With a week of training prior to product implementation 98% of the users shall complete their budgets within the stipulated time.',US,NICE
The Operational Interface shall have a Mean Time Between Failures of no less than 7 days.,FT,promise_exp
'The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.',PE,NICE
'The system shall achieve 95% up time.',A,NICE
The system interface will use CCR nomenclature. The system must use the same nomenclature used in the existing WCS system and reports,LF,promise_exp
'The WCS system shall be run in a Windows environment. The WCS shall be accessed by users through the Internet on an IBM computer running a Windows 2000 or above operating system.',O,NICE
The NGN network should be provided with a CND location information.,O,dcai24
The product shall be translated into foreign languages other than the target market countries\92 languages in future releases. For each emerging target market it shall take no more than 5 days to configure the product for that market\92s language.,US,dcai24
The product shall be able to be installed in the specified environment within 1 working day.,O,promise_exp
The amount to be reversed is the amount of the last step of the transaction. The reversal command sent to the CEP card contains a S2 MAC computed by the PSAM,SE,dcai24
The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.,US,promise_exp
The RFS system should be able to easily interface with the BDW environment in order to load the data. \95,O,dcai24
The system shall not leave any cookies on the customer's computer containing any of the user's confidential information.,SE,promise_exp
NPAC SMS shall provide a mechanism to limit system entry for privileged NPAC SMS users on a specifiable network access.,SE,dcai24
2) The system shall conform to function IN.1.1 (Entity Authentication).,SE,dcai24
The product shall be able to display calendar dates and times according to the user\92s locale. 90% of survey respondents from each target market country will find that the date and time formatting of the product is correct.,US,dcai24
The system shall support up to 10000 simultaneous users against the central database at any given time and up to 5000 simultaneous users against the local servers at any one time. The performance of the website must be optimal incase of huge loads and hence appropriate load balancing must be done to achieve this. There can be any number of mirror servers readily available in case of huge loads without the user getting any delay.,PE,promise_exp
 Customer shall be able to check the status of their prepaid card  by entering in the PIN number  in under 5 seconds.,PE,promise_exp
The maintenance of the product will fall within the established corporate maintenance windows.,O,promise_exp
Maintenance releases will be offered to customers once a year.  The releases shall take no longer than 5 minutes for 80% of the customer base to install.,MN,promise_exp
The Disputes application shall interface with the Cardmember Posting and Billing System.  This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,O,promise_exp
The system could provide the ability to extract data for quality analysis purposes to authenticated users only.,SE,dcai24
The system shall protect private information in accordance with the organization's information policy.',L,NICE
'The system shall be used by realtors with no training.',US,NICE
The recycled parts audit report shall be returned to the user within 10 seconds. The audit report shall be returned within 10 seconds.,PE,dcai24
'The system shall help the user avoid making mistakes while scheduling classes and clinicals for the nursing students.',US,NICE
The system shall use the SMTP mail protocol.,O,promise_exp
The user shall easily locate instructions while using the product.  User help can be found within 90% of the system.,US,promise_exp
The Disputes application shall interface with the Cardmember Posting and Billing System. This will allow the Disputes application to request adjustments to cardmember and merchant\92s accounts. All adjustment requests must be sent to the Cardmember Posting and Billing System.,O,dcai24
The application shall run on a web application server.,O,promise_exp
In the case of a reversal the CEP card must re-authenticate the PSAM,SE,dcai24
Each Trusted Framework present on the card shall Check the application access rules of the inter-acting Applications according to their respective privileges,SE,dcai24
The product shall display each type of ship in a grid using an image of the specific type of ship.,LF,promise_exp
'The Disputes application shall be available 24x7x365 with the exception of the following scheduled maintenance windows. Monday â€“ Saturday 3:00am to 4:00am EST Sunday 1:00amd to 5:00am EST',A,NICE
'The system shall have a professional appearance',LF,NICE
NPAC SMS shall protect all internal storage of authentication data so that it can only be accessed by an NPAC Security Administrator user.,SE,dcai24
The product must be able to interface with various email servers. The product shall be able to send email.,O,promise_exp
The system shall have high availability every day of the year.The system must be available for use between 12:00AM and 6:00PM all days of the year.',A,NICE
An employee will be able to successfully use the product within a few minutes. After informally navigating the product for less than 15 minutes users shall be able to successfully setup meetings and reserve conference rooms.,US,dcai24
A primary database will be used to store cached data for active users.,O,promise_exp
'100% of cardmember services representatives shall be able to successfully create a dispute case on the first encounter after completing the training course.',SC,NICE
'The user interface shall have standard menus buttons for navigation',LF,NICE
In that way all users can have relevant access to the sys- tem and get updated information from the wind power plants.,SE,dcai24
Reports must be easy to generate. Reports must be generated within one button click and exported within one button click (after selecting the report),US,promise_exp
'The product shall be intuitive and self-explanatory. : 90% of new users shall be able to start the display of Events or Activities within 90 minutes of using the product.',US,NICE
Card issuers must inform their cardholders as to which currencies they support in electronic purses,L,dcai24
The website is available whenever the users want to use it.,A,promise_exp
The product shall ensure that only supervisors can view schedule of all callers.The product must ensure that supervisors are allowed to access advertise empty time slots.,SE,promise_exp
The interface shall be appealing to callers and supervisors. In the interface and usability survey 80% of beta testers must report that the interface is appealing.',LF,NICE
'A customer can only stream a movie if they purchased it and are within the 2 day viewing period.',L,NICE
Each POS transaction completed at the POS device is given a S5 MAC by the PSAM which is used by the merchant acquirer to validate that the transactions were made at a POS device with a valid PSAM. The batch total count and amount must be protected by the S4 MAC which must also be validated by the merchant acquirer,SE,dcai24
'The product shall operate with every platform.The product shall accommodate any new technology without any change in its architecture.',MN,NICE
'The product should be able to be used by 90% of novice users on the Internet.',US,NICE
'The product shall generate a CMA report in an acceptable time.',PE,NICE
It must only update the parts that have changed when connecting to the server.,O,promise_exp
agentMom shall support the ability to decrypt multicast message.,SE,dcai24
'The system shall operate within the Windows XP Professional operating system.',O,NICE
The interface shall have a simple look. In the interface and usability survey  90% of beta testers must report that the interface is adequately simple.,LF,promise_exp
When streaming a movie  the buffering time should take no longer than 10 seconds (plus any latency on the user\92s connection.),PE,promise_exp
'The product interface should be fast. The response time of the product interface should not exceed 2 seconds 90% of the time. For 10% of the time the response time should not be more than 10 seconds.not be more than 10 seconds.',A,NICE
System shall let Izogn Manager access sales and usage statistics in under 2 minutes.,PE,promise_exp
Be intuitive even to first time users,LF,promise_exp
'Customer shall be able to check the status of their prepaid card by entering in the PIN number in under 5 seconds.',PE,NICE
VLER DAS stores event descriptions in an audit log for a minimum of six (6) years.,SE,dcai24
The product shall be able to support multiple remote users,SC,promise_exp
"Even if healthcare organisations seek to manage complaints locally and internally by sophisticated mechanisms for their resolution, they should still inform complainants if they have a right to make a privacy complaint to the provincial or territorial Information and Privacy Commissioner (or equivalent).64",SE,dcai24
"Users shall be able to reach the 'add' , drop',  and 'trade player' pages with one click from the team owner's page.'",LF,NICE
The system allows for the backup of the data system to local or remote non-volatile storage systems. Incremental backups should not create outages and full backups do not interfere with user interaction for more than 10 minutes. Priority 1,SE,dcai24
'All streaming movie sales will be logged in the database and accessible by the administrator.',A,NICE
'The WCS system must run queries to the WCS databases once again (on a specified day) to update the available data available to CCR users. Queries must be made to external databases for data refresh once a week.',FT,NICE
Flexibility is required to accommodate the variety of environments where unlinked loads may be implemented. As a result the design specification must not preclude dual-leg transactions** from taking place either sequentially or in parallel. The design of a given implementation will vary depending on the device host and network capabilities,PO,dcai24
The product is expected to integrate with multiple database management systems. The product will operate with Oracle SQL Server DB2 MySQL HSQL and MS Access.,O,dcai24
All movies shall be streamed on demand  at any time of the day.,A,promise_exp
All source code and development related documents shall be controlled under a version control system.,MN,promise_exp
Contain the CA public RSA key the PSAMÂƒ??s private RSA key and optionally the certificates that the POS device uses to perform mutual authentication with the CEP card,SE,dcai24
All source code shall adhere to an agreed upon and well-defined set of coding standards for each development language used.,MN,promise_exp
'The product shall be available 24 hours per day seven days per week.',A,NICE
"i) further reduced (by adding specific safeguards to the system or scaling back system functionality),",SE,dcai24
'Application updates shall occur between 3AM and 6 AM CST on Wednesday morning during the middle of the NFL season.',MN,NICE
'The product shall have a conservative and professional appearance.',LF,NICE
The product shall be installed by an untrained realtor without recourse to separately-printed instructions.,US,promise_exp
"A user identification is a unique, auditable representation of the user's identity within the system. The NPAC SMS requires all system users, both individuals and remote machines, to be uniquely identified to support individual accountability over the NPAC Administrative and NPAC SOA Low-tech Interfaces.",SE,dcai24
The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.,US,dcai24
'The CMA report shall be returned no later 60 seconds after the user has entered the CMA report criteria.',PE,NICE
The product must support Mozilla Firefox 1.0 and above.,O,promise_exp
When present services to encrypt and decrypt any pattern of data using these algorithms shall be available to Applications.,SE,dcai24
A Global Services Application shall Perform internal security measures as required by the service.,SE,dcai24
The streaming server will support 50 simultaneous streaming connections.,SC,promise_exp
Perform the calculation required to generate a signature using the PSAMÂƒ??s private RSA key to allow the CEP card to validate the PSAM,SE,dcai24
'The product shall be easy to use. 90% of users will be able to successfully reserve a conference room within 5 minutes of product use.',US,NICE
The system shall be used within the specifications defined by the computers used by the Program Administrators/Nursing Staff Members.,O,promise_exp
'The system shall be easy to use by the Program Administrators/Nursing Staff Members.',US,NICE
The recycled parts audit report shall be returned to the user within 10 seconds.  The audit report shall be returned within 10 seconds.,PE,promise_exp
A secondary database will be used to store historical statistics and data.,O,promise_exp
'The search for recycled parts shall take no longer than 15 seconds. The search results shall be returned in under 15 seconds.',PE,NICE
The system shall be compatible with the Microsoft Windows Operating System.,O,promise_exp
The process must fit within the processing time conditions set forth by the Auto Rep Assignment process in which a lead is assigned within 3 minutes of the total life cycle.,PE,promise_exp
Users shall feel satisfied using the product. 85% of all users will be satisfied with the product.,US,dcai24
The system should have to keep the location where the doughnut will be send.,O,promise_exp
The Disputes application shall interface with the Letters application.  This will allow the Disputes application to request letters as part of the dispute initiation and dispute follow up process. All letter requests must be sent to the Print Letter Utility application.,O,promise_exp
The system must use a point and click interface. 100% of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,US,promise_exp
The website shall make its user aware of its information practices before collection data from them via a Privacy Policy accessible on all pages of the website.,SE,dcai24
Only administrators can activate a pre-paid card.,SE,promise_exp
The preferred repair facility ratings shall be saved within 5 seconds. The save shall occur within 5 seconds.,PE,promise_exp
The primary goal of the GlobalPlatform is to ensure the security and integrity of the card's components for the life of the card. These components are The runtime environment The OPEN The Issuer Security Domain Supplementary Security Domains The Applications.,SE,dcai24
On receipt of a valid (i.e. authorized) request for data stored in the CNG the CNG shall return the requested data to the requesting user.,SE,dcai24
'The product shall be intuitive and self-explanatory. Nine out ten users shall be able to successfully complete a game with no training.',US,NICE
The response shall be fast enough to avoid interrupting the user\92s flow of thought.  90% of tasks shall complete within 5 seconds.  98% of tasks shall complete within 8 seconds.,PE,promise_exp
NPAC SMS shall provide postâ€‘collection audit analysis tools that can produce exception reports on communication failures relating to system intrusions.,SE,dcai24
The application should be connected to the GPS device.,A,promise_exp
'The product must support Mozilla Firefox 1.0 and above.',PO,NICE
'The Disputes System shall accurately provide a list of possible reason codes for a given transaction. The list of possible reason codes must be derived based on the type of transaction and the industry that the merchant belongs to according to the business rules defined for the Disputes System.',L,NICE
New System version releases shall be released at the beginning of each NFL season.,MN,promise_exp
